"x","y","cell_id","population","infected_DM_0","infected_DM_1","infected_DM_2","infected_DM_3","u","var","sd","IoD","CoV"
-2.2655402,53.4204534,6504529144908220416,22,2,6,1,2,2.75,4.91666666666667,2.21735578260835,1.78787878787879,0.806311193675762
-2.2655963,53.4294419,8685600517058320384,38,2,4,3,0,2.25,2.91666666666667,1.70782512765993,1.2962962962963,0.759033390071081
-2.2656636,53.4402279,-6954263172235078656,58,4,2,5,3,3.5,1.66666666666667,1.29099444873581,0.476190476190476,0.368855556781659
-2.2656917,53.4447221,-7903444783360770048,59,4,2,3,2,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396
-2.2657816,53.4591036,8320480176660514816,166,4,1,2,4,2.75,2.25,1.5,0.818181818181818,0.545454545454545
-2.2658602,53.4716873,3409797590989018624,125,0,0,0,2,0.5,1,1,2,2
-2.2639019,53.3988845,5709843737958459392,38,1,0,0,0,0.25,0.25,0.5,1,2
-2.2639186,53.401581,8774893376785942528,38,0,0,0,1,0.25,0.25,0.5,1,2
-2.2641192,53.4339394,-55301616101183768,54,4,1,4,3,3,2,1.4142135623731,0.666666666666667,0.471404520791032
-2.2641527,53.4393324,-1799129505341421824,68,4,7,3,8,5.5,5.66666666666667,2.38047614284762,1.03030303030303,0.432813844154112
-2.2641806,53.4438266,-6922193285528309760,42,1,3,0,0,1,2,1.4142135623731,2,1.4142135623731
-2.2643314,53.4680953,7313461786683338752,27,1,0,0,0,0.25,0.25,0.5,1,2
-2.2643426,53.4698929,-5119406691067266048,46,0,0,0,1,0.25,0.25,0.5,1,2
-2.2623758,53.3952924,-5980521670008845312,95,0,0,0,1,0.25,0.25,0.5,1,2
-2.2624422,53.4060786,-8688582507733682176,25,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.262481,53.4123705,-794175671944787200,17,2,0,1,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2625364,53.4213589,-5441153801290021888,93,8,14,3,9,8.5,20.3333333333333,4.50924975282289,2.3921568627451,0.530499970920341
-2.2625531,53.4240555,-5944133414741826560,35,3,3,3,2,2.75,0.25,0.5,0.0909090909090909,0.181818181818182
-2.2626418,53.4384369,-5608213471952671744,68,6,1,0,1,2,7.33333333333333,2.70801280154532,3.66666666666667,1.35400640077266
-2.262664,53.4420323,-6104919003042739200,74,3,3,7,3,4,4,2,1,0.5
-2.2626751,53.44383,4841772569815309312,21,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2627028,53.4483242,605508225165856512,46,2,0,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2627695,53.4591102,5228304199853583360,192,2,4,1,1,2,2,1.4142135623731,1,0.707106781186548
-2.2628028,53.4645032,-4914485009058254848,65,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2628473,53.4716939,-4730014491813090304,200,0,2,0,0,0.5,1,1,2,2
-2.2609546,53.4087784,-6054602705832647680,47,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
