"x","y","cell_id","population","infected_DM_0","infected_DM_1","infected_DM_2","infected_DM_3","u","var","sd","IoD","CoV"
-2.2655402,53.4204534,6504529144908220416,22,3,2,2,3,2.5,0.333333333333333,0.577350269189626,0.133333333333333,0.23094010767585
-2.2655963,53.4294419,8685600517058320384,38,0,1,3,3,1.75,2.25,1.5,1.28571428571429,0.857142857142857
-2.2656636,53.4402279,-6954263172235078656,58,0,2,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2656917,53.4447221,-7903444783360770048,59,1,2,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.1063691,53.5510339,8502172581031052288,131,1,0,0,0,0.25,0.25,0.5,1,2
-2.106403,53.5645163,-5273773590375569408,97,1,0,0,0,0.25,0.25,0.5,1,2
-2.1049445,53.5851907,-6199425196339723264,56,1,0,0,0,0.25,0.25,0.5,1,2
-2.2641192,53.4339394,-55301616101183768,54,1,1,1,1,1,0,0,0,0
-2.2641527,53.4393324,-1799129505341421824,68,0,2,0,0,0.5,1,1,2,2
-2.2641806,53.4438266,-6922193285528309760,42,0,1,2,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.1034076,53.5744061,5781595425906231296,65,1,0,0,0,0.25,0.25,0.5,1,2
-2.2625364,53.4213589,-5441153801290021888,93,3,8,6,4,5.25,4.91666666666667,2.21735578260835,0.936507936507937,0.42235348240159
-2.2625531,53.4240555,-5944133414741826560,35,4,2,1,2,2.25,1.58333333333333,1.25830573921179,0.703703703703704,0.559246995205241
-2.2626418,53.4384369,-5608213471952671744,68,0,0,1,0,0.25,0.25,0.5,1,2
-2.262664,53.4420323,-6104919003042739200,74,3,1,0,2,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2626751,53.44383,4841772569815309312,21,0,0,0,3,0.75,2.25,1.5,3,2
-2.2627028,53.4483242,605508225165856512,46,0,1,0,0,0.25,0.25,0.5,1,2
-2.2627695,53.4591102,5228304199853583360,192,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
